id,filtered_words_str_final,features_str,label_index
F142,government cover-up confirmed sources picture process wear late. behind customer provide serve tell especially defense. — shocking claims government cover-up surface internet.,"(10000,[176,503,1413,1725,1850,2259,2481,4346,4988,5850,5946,6151,6581,7281,7936,8040,8173,8338,9023,9813],[4.830311739964974,0.691153161953081,4.270695952029551,4.42484663185681,4.607168188650764,5.501740396570277,4.42484663185681,3.914021008090819,0.6792718340663283,0.691153161953081,4.270695952029551,4.830311739964974,4.137164559405029,0.6714286566053024,0.691153161953081,4.019381523748645,3.383392757028649,0.691153161953081,0.691153161953081,5.995460552433328])",0.0
R140,new report climate change method thing though shake. ask close ever attack. significant while. experts discuss ongoing developments climate change.,"(10000,[387,585,821,2059,3385,3497,3507,3614,3643,3857,4506,4687,5594,6015,6176,6505,8391,8552,9462],[2.5530444549552183,0.6871770135734415,5.698620542196782,2.60568818844064,4.137164559405029,4.019381523748645,4.137164559405029,0.6832166123573445,5.117993812416755,4.830311739964974,0.691153161953081,0.691153161953081,4.270695952029551,3.914021008090819,5.117993812416755,0.6871770135734415,4.42484663185681,4.270695952029551,0.691153161953081])",1.0
R165,new report budget report trouble couple factor. course state central population control boy. bank fill bag personal according. experts discuss ongoing developments budget report.,"(10000,[415,585,1208,1808,2909,3614,3652,4506,4687,4991,5416,5432,6505,7702,7939,8046,8928,8982,9258,9462,9727,9907],[4.270695952029551,0.6871770135734415,2.8844015909096608,3.914021008090819,4.42484663185681,0.6832166123573445,3.914021008090819,0.691153161953081,0.691153161953081,5.158039882716958,5.523458920524919,2.7508701982851385,1.374354027146883,3.7316994512968646,4.607168188650764,4.607168188650764,4.270695952029551,4.270695952029551,3.914021008090819,0.691153161953081,3.914021008090819,5.117993812416755])",1.0
R139,new report education lay garden player pass boy right. usually congress everyone clearly republican whatever town central. water raise yeah leader despite. drug arrive perform moment fight fill. experts discuss ongoing developments education.,"(10000,[157,453,585,1098,1526,2526,2589,2660,2990,3249,3401,3527,3614,4330,4475,4506,4616,4687,4715,5047,5530,5936,6271,6505,6604,7391,7695,7860,8238,8392,8728,8893,9462],[3.2721671219184243,4.270695952029551,0.6871770135734415,3.8187108282864943,4.019381523748645,4.270695952029551,4.137164559405029,4.830311739964974,4.137164559405029,3.4440173788450834,4.270695952029551,4.270695952029551,0.6832166123573445,4.830311739964974,4.019381523748645,0.691153161953081,4.270695952029551,0.691153161953081,4.137164559405029,2.7200985396183848,2.4789364828014966,4.137164559405029,3.914021008090819,0.6871770135734415,4.137164559405029,3.7316994512968646,3.577548771469606,2.920769235080536,4.270695952029551,4.607168188650764,3.383392757028649,4.019381523748645,0.691153161953081])",1.0
F232,hoax confirmed sources put win affect voice business. popular partner generation. — shocking claims hoax surface internet.,"(10000,[116,503,2398,3530,4377,4546,4695,4988,5850,6055,6148,7281,7936,8338,8871,9023],[3.914021008090819,0.691153161953081,4.137164559405029,4.019381523748645,5.21137637688128,5.117993812416755,4.830311739964974,0.6792718340663283,0.691153161953081,3.6516567436233283,3.7316994512968646,0.6714286566053024,0.691153161953081,0.691153161953081,3.914021008090819,0.691153161953081])",0.0
F108,celebrity scandal confirmed sources fill section house. approach improve mean score. tree poor fire total common. — shocking claims celebrity scandal surface internet.,"(10000,[503,909,2408,3095,3486,3744,3756,4921,4988,5191,5850,5871,6279,6968,7195,7281,7936,8103,8338,9023,9727],[0.691153161953081,4.270695952029551,4.270695952029551,4.607168188650764,5.698620542196782,5.117993812416755,4.42484663185681,5.698620542196782,0.6792718340663283,4.270695952029551,0.691153161953081,3.8187108282864943,4.270695952029551,3.6516567436233283,5.117993812416755,0.6714286566053024,0.691153161953081,5.117993812416755,0.691153161953081,0.691153161953081,3.914021008090819])",0.0
F167,celebrity scandal confirmed sources decide smile however writer among rise around. free issue various push husband including this. — shocking claims celebrity scandal surface internet.,"(10000,[503,911,1073,2713,3486,4816,4921,4963,4988,5850,5978,6257,6616,6647,6906,7208,7281,7334,7362,7936,8293,8338,9023],[0.691153161953081,4.019381523748645,3.914021008090819,4.830311739964974,5.698620542196782,3.7316994512968646,5.698620542196782,4.830311739964974,0.6792718340663283,0.691153161953081,4.270695952029551,5.117993812416755,4.607168188650764,3.8187108282864943,4.42484663185681,4.42484663185681,0.6714286566053024,4.019381523748645,4.137164559405029,0.691153161953081,3.914021008090819,0.691153161953081,0.691153161953081])",0.0
R242,new report research determine contain describe debate challenge tend. realize road meet cut even week. compare choice spend table teach. stage author road rock ago. experts discuss ongoing developments research.,"(10000,[30,353,574,585,1206,1582,2302,3614,3931,4506,4687,5459,5725,5797,5935,6053,6406,6505,7066,7085,7493,7734,7939,8276,9246,9350,9432,9462,9940],[4.270695952029551,4.019381523748645,3.6516567436233283,0.6871770135734415,4.607168188650764,4.830311739964974,4.830311739964974,0.6832166123573445,3.8187108282864943,0.691153161953081,0.691153161953081,5.117993812416755,7.3033134872466565,5.117993812416755,3.6516567436233283,3.8187108282864943,4.019381523748645,0.6871770135734415,2.920769235080536,4.137164559405029,4.137164559405029,4.270695952029551,4.607168188650764,4.137164559405029,4.607168188650764,4.607168188650764,2.849310271098391,0.691153161953081,4.019381523748645])",1.0
F133,immortal jellyfish confirmed sources sea american north key keep industry. brother wait lead key. — shocking claims immortal jellyfish surface internet.,"(10000,[291,503,662,1778,2066,3131,4657,4988,5356,5477,5850,7281,7652,7936,8338,9023,9594,9617,9876],[4.137164559405029,0.691153161953081,5.523458920524919,3.914021008090819,5.501740396570277,4.830311739964974,4.607168188650764,0.6792718340663283,4.42484663185681,4.830311739964974,0.691153161953081,0.6714286566053024,3.914021008090819,0.691153161953081,0.691153161953081,0.691153161953081,4.607168188650764,4.137164559405029,5.501740396570277])",0.0
F025,flat earth confirmed sources deep congress owner indeed together pattern gas. role box officer deal evening nearly. — shocking claims flat earth surface internet.,"(10000,[503,617,696,1433,1762,2437,2918,3350,4934,4988,5286,5850,6053,7281,7922,7936,8312,8338,8728,9023,9544,9676],[0.691153161953081,4.42484663185681,4.270695952029551,4.42484663185681,4.137164559405029,4.607168188650764,6.0771045414738385,4.019381523748645,4.42484663185681,0.6792718340663283,3.914021008090819,0.691153161953081,3.8187108282864943,0.6714286566053024,4.607168188650764,0.691153161953081,4.830311739964974,0.691153161953081,3.383392757028649,0.691153161953081,4.830311739964974,6.0771045414738385])",0.0
F093,immortal jellyfish confirmed sources everyone eat fear fall. special best bill option threat entire. laugh able include role center. — shocking claims immortal jellyfish surface internet.,"(10000,[503,656,763,1055,2066,2953,3350,3488,3496,4988,5850,6575,7098,7276,7281,7936,8070,8135,8338,8893,9023,9513,9613,9876],[0.691153161953081,4.830311739964974,3.7316994512968646,4.137164559405029,5.501740396570277,4.270695952029551,4.019381523748645,4.830311739964974,3.7316994512968646,0.6792718340663283,0.691153161953081,5.523458920524919,4.270695952029551,4.019381523748645,0.6714286566053024,0.691153161953081,4.270695952029551,4.270695952029551,0.691153161953081,4.019381523748645,0.691153161953081,3.577548771469606,4.019381523748645,5.501740396570277])",0.0
F236,government cover-up confirmed sources expert yet believe develop. easy rate open state relate. natural degree pressure knowledge image democratic every response. — shocking claims government cover-up surface internet.,"(10000,[253,503,533,760,914,1808,1868,2259,4037,4988,5063,5303,5606,5661,5783,5850,7281,7848,7864,7936,8338,9023,9681,9813,9943],[3.8187108282864943,0.691153161953081,4.607168188650764,4.137164559405029,4.019381523748645,3.914021008090819,5.117993812416755,5.501740396570277,4.019381523748645,1.3585436681326566,5.523458920524919,4.270695952029551,4.137164559405029,4.830311739964974,4.270695952029551,0.691153161953081,0.6714286566053024,5.523458920524919,4.42484663185681,0.691153161953081,0.691153161953081,0.691153161953081,4.270695952029551,5.995460552433328,4.019381523748645])",0.0
F069,flat earth confirmed sources read design six relate thank happen statement live. hope heavy interview food white education fire. open design move military project type size. hospital believe site simple total fund. — shocking claims flat earth surface internet.,"(10000,[503,533,988,1687,2230,2913,2918,2929,3526,3922,4704,4930,4988,5401,5530,5783,5843,5850,5854,5877,5891,6000,6035,6279,6282,6532,6623,7281,7650,7936,8338,8653,8949,9023,9676,9817],[0.691153161953081,4.607168188650764,5.117993812416755,4.270695952029551,3.914021008090819,3.577548771469606,6.0771045414738385,4.830311739964974,3.8187108282864943,8.84969326371362,4.270695952029551,3.6516567436233283,0.6792718340663283,4.607168188650764,2.4789364828014966,4.270695952029551,4.270695952029551,0.691153161953081,4.830311739964974,4.270695952029551,4.830311739964974,3.914021008090819,3.5085558999826545,4.270695952029551,4.42484663185681,5.117993812416755,5.117993812416755,0.6714286566053024,4.607168188650764,0.691153161953081,0.691153161953081,4.830311739964974,3.5085558999826545,0.691153161953081,6.0771045414738385,3.7316994512968646])",0.0
F219,flat earth confirmed sources money today hard choice popular throw inside. next final owner lot. paper state sort look. — shocking claims flat earth surface internet.,"(10000,[503,1653,1808,2918,4988,5125,5465,5720,5850,6053,6103,6148,7281,7936,8273,8325,8338,8411,8544,8690,9023,9676,9806],[0.691153161953081,4.137164559405029,3.914021008090819,6.0771045414738385,0.6792718340663283,3.7316994512968646,4.42484663185681,4.830311739964974,0.691153161953081,7.637421656572989,3.914021008090819,3.7316994512968646,0.6714286566053024,0.691153161953081,4.607168188650764,4.607168188650764,0.691153161953081,3.577548771469606,5.523458920524919,4.830311739964974,0.691153161953081,6.0771045414738385,4.137164559405029])",0.0
R079,new report election charge kitchen marriage service thank. natural town name. realize hit full degree outside together. experts discuss ongoing developments election.,"(10000,[132,585,756,798,1582,2252,3225,3556,3614,4506,4687,4715,4988,6229,6505,6812,8252,8568,8897,8919,9462,9943],[2.6330871626287546,0.6871770135734415,4.607168188650764,5.117993812416755,4.830311739964974,4.42484663185681,5.523458920524919,2.7826188965997183,0.6832166123573445,0.691153161953081,0.691153161953081,4.137164559405029,0.6792718340663283,4.270695952029551,0.6871770135734415,4.019381523748645,4.42484663185681,4.42484663185681,4.270695952029551,5.117993812416755,0.691153161953081,4.019381523748645])",1.0
F042,hoax confirmed sources often home far begin. industry reflect stand onto. — shocking claims hoax surface internet.,"(10000,[7,503,3010,3365,4158,4377,4988,5321,5683,5850,6886,7274,7281,7936,8338,9023],[4.270695952029551,0.691153161953081,4.607168188650764,4.137164559405029,3.577548771469606,5.21137637688128,0.6792718340663283,4.019381523748645,5.117993812416755,0.691153161953081,4.607168188650764,5.523458920524919,0.6714286566053024,0.691153161953081,0.691153161953081,0.691153161953081])",0.0
R154,new report budget report either focus. foot professional already analysis. experts discuss ongoing developments budget report.,"(10000,[585,594,2155,3614,4506,4687,4991,5432,6421,6505,7890,8016,9126,9462],[0.6871770135734415,4.019381523748645,4.019381523748645,0.6832166123573445,0.691153161953081,0.691153161953081,5.158039882716958,2.7508701982851385,5.117993812416755,1.374354027146883,4.607168188650764,5.117993812416755,4.137164559405029,0.691153161953081])",1.0
R089,new report public health western field mention value wind score. since second seven scene meeting. force current company former. experts discuss ongoing developments public health.,"(10000,[391,524,585,942,1770,2558,2907,3614,4506,4687,5844,6219,6287,6505,7032,7074,7195,7403,7850,8805,9189,9256,9401,9462],[3.7316994512968646,3.577548771469606,0.6871770135734415,5.117993812416755,5.7688031818193215,4.137164559405029,4.830311739964974,0.6832166123573445,0.691153161953081,0.691153161953081,4.019381523748645,3.172083663361442,3.914021008090819,0.6871770135734415,5.117993812416755,3.6516567436233283,5.117993812416755,4.019381523748645,4.137164559405029,3.0385522707369192,3.914021008090819,4.42484663185681,5.117993812416755,0.691153161953081])",1.0
R038,new report public health lay artist information film likely. brother best reality matter raise account. student increase least speak. experts discuss ongoing developments public health.,"(10000,[291,585,680,763,1634,1770,2402,3527,3536,3614,4475,4506,4687,5003,5750,6219,6505,7963,8113,8190,8805,8931,9211,9462],[4.137164559405029,0.6871770135734415,4.270695952029551,3.7316994512968646,4.270695952029551,5.7688031818193215,4.019381523748645,4.270695952029551,4.42484663185681,0.6832166123573445,4.019381523748645,0.691153161953081,0.691153161953081,3.914021008090819,5.523458920524919,3.172083663361442,0.6871770135734415,3.7316994512968646,5.523458920524919,4.019381523748645,3.0385522707369192,3.8187108282864943,4.830311739964974,0.691153161953081])",1.0
R053,new report economic growth truth piece right week. best tonight unit voice nation. effect program religious charge. experts discuss ongoing developments economic growth.,"(10000,[320,573,585,763,1790,2069,2302,3133,3389,3530,3614,4293,4506,4687,4722,6324,6335,6505,7725,9034,9144,9462],[2.7826188965997183,4.42484663185681,0.6871770135734415,3.7316994512968646,4.270695952029551,4.830311739964974,4.830311739964974,4.137164559405029,4.830311739964974,4.019381523748645,0.6832166123573445,4.270695952029551,0.691153161953081,0.691153161953081,5.523458920524919,3.8187108282864943,3.914021008090819,0.6871770135734415,5.117993812416755,2.8844015909096608,5.380491152937407,0.691153161953081])",1.0
F201,hoax confirmed sources reach game almost network. father ask natural myself. — shocking claims hoax surface internet.,"(10000,[503,1800,2895,3507,4377,4988,5850,7281,7515,7936,8338,8386,8566,8975,9023],[0.691153161953081,4.270695952029551,5.117993812416755,4.137164559405029,5.21137637688128,1.3585436681326566,0.691153161953081,0.6714286566053024,5.117993812416755,0.691153161953081,0.691153161953081,4.270695952029551,4.270695952029551,4.270695952029551,0.691153161953081])",0.0
F013,secret cure confirmed sources push risk item bed hit. wife campaign reach. — shocking claims secret cure surface internet.,"(10000,[503,885,1916,3021,3892,4988,5850,5978,6675,6747,7281,7936,8338,8794,9023,9472,9497],[0.691153161953081,4.830311739964974,4.42484663185681,4.42484663185681,5.1060889099104365,0.6792718340663283,0.691153161953081,4.270695952029551,4.270695952029551,5.1060889099104365,0.6714286566053024,0.691153161953081,0.691153161953081,5.523458920524919,0.691153161953081,5.117993812416755,3.8187108282864943])",0.0
R023,new report policy green rule stay special statement increase later. unit shoulder put investment generation certainly thus red. stop summer rule heavy ready turn sure. experts discuss ongoing developments policy.,"(10000,[343,433,551,585,673,796,1055,1173,1562,3059,3614,3886,4142,4506,4687,5684,6335,6505,6557,6756,6944,6963,7963,8871,8949,9462,9481,9817,9948],[9.660623479929948,4.270695952029551,4.42484663185681,0.6871770135734415,4.270695952029551,4.270695952029551,4.137164559405029,5.523458920524919,4.830311739964974,4.137164559405029,0.6832166123573445,3.8187108282864943,2.6902455764687034,0.691153161953081,0.691153161953081,4.607168188650764,3.914021008090819,0.6871770135734415,3.914021008090819,3.914021008090819,2.849310271098391,4.270695952029551,3.7316994512968646,3.914021008090819,3.5085558999826545,0.691153161953081,4.137164559405029,3.7316994512968646,5.523458920524919])",1.0
R068,new report technology breakthrough bring use different. world hope finish fact. experts discuss ongoing developments technology breakthrough.,"(10000,[585,1020,2227,3057,3409,3481,3614,4506,4687,5133,6000,6505,6578,9192,9360,9462],[0.6871770135734415,5.1060889099104365,2.7200985396183848,5.117993812416755,5.117993812416755,2.7200985396183848,0.6832166123573445,0.691153161953081,0.691153161953081,4.270695952029551,3.914021008090819,0.6871770135734415,4.42484663185681,5.117993812416755,4.137164559405029,0.691153161953081])",1.0
F065,hoax confirmed sources serve probably others police. return office hope series three arrive. indeed rich environmental across grow. — shocking claims hoax surface internet.,"(10000,[503,635,1725,2297,4377,4391,4463,4934,4988,5842,5850,5925,6000,6027,6212,6940,7074,7281,7936,8094,8338,8344,9023],[0.691153161953081,4.019381523748645,4.42484663185681,4.270695952029551,5.21137637688128,4.830311739964974,4.270695952029551,4.42484663185681,0.6792718340663283,5.117993812416755,0.691153161953081,4.137164559405029,3.914021008090819,4.019381523748645,4.019381523748645,4.137164559405029,3.6516567436233283,0.6714286566053024,0.691153161953081,4.607168188650764,0.691153161953081,3.5085558999826545,0.691153161953081])",0.0
F239,celebrity scandal confirmed sources line really get road teacher. husband page. — shocking claims celebrity scandal surface internet.,"(10000,[503,1182,3486,3813,4112,4921,4988,5500,5725,5850,7208,7281,7936,8338,9023,9426],[0.691153161953081,4.270695952029551,5.698620542196782,5.117993812416755,4.137164559405029,5.698620542196782,0.6792718340663283,5.117993812416755,3.6516567436233283,0.691153161953081,4.42484663185681,0.6714286566053024,0.691153161953081,0.691153161953081,0.691153161953081,3.914021008090819])",0.0
F084,miracle drug confirmed sources material public road set board wear. — shocking claims miracle drug surface internet.,"(10000,[503,1256,1770,3231,3529,4988,5342,5725,5850,7281,7454,7860,7936,8338,9023],[0.691153161953081,6.251127295453098,2.8844015909096608,3.914021008090819,5.523458920524919,0.6792718340663283,4.270695952029551,3.6516567436233283,0.691153161953081,0.6714286566053024,4.42484663185681,5.841538470161072,0.691153161953081,0.691153161953081,0.691153161953081])",0.0
R120,new report election production dog recently budget never may. government feel somebody new. exactly yet task agent sign to. experts discuss ongoing developments election.,"(10000,[132,281,585,2034,2096,2259,3089,3115,3556,3614,4037,4506,4687,4991,5016,6280,6505,6572,6756,8353,8451,9413,9462,9564],[2.6330871626287546,4.607168188650764,0.6871770135734415,4.019381523748645,4.270695952029551,2.7508701982851385,4.137164559405029,4.270695952029551,2.7826188965997183,0.6832166123573445,4.019381523748645,0.691153161953081,0.691153161953081,2.579019941358479,4.607168188650764,4.607168188650764,0.6871770135734415,5.523458920524919,3.914021008090819,3.914021008090819,4.137164559405029,5.523458920524919,0.691153161953081,4.607168188650764])",1.0
F207,government cover-up confirmed sources ago pick performance skin appear. family drug method show different even. job forget wide onto. — shocking claims government cover-up surface internet.,"(10000,[503,557,1896,1952,2259,2836,4019,4988,5683,5833,5850,6015,6683,7146,7177,7281,7372,7860,7936,8297,8338,9023,9351,9813],[0.691153161953081,4.019381523748645,4.019381523748645,5.523458920524919,5.501740396570277,4.019381523748645,3.8187108282864943,0.6792718340663283,5.117993812416755,4.270695952029551,0.691153161953081,3.914021008090819,4.019381523748645,3.8187108282864943,4.607168188650764,0.6714286566053024,4.137164559405029,2.920769235080536,0.691153161953081,3.914021008090819,0.691153161953081,0.691153161953081,4.607168188650764,5.995460552433328])",0.0
R158,new report economic growth must hot lot resource eye save south. get interest wonder special everyone my. tonight meet she. experts discuss ongoing developments economic growth.,"(10000,[70,320,585,1023,1055,1341,1670,1733,3389,3614,4506,4520,4596,4640,4687,4723,4943,6505,8893,9034,9144,9426,9462,9693,9940],[4.137164559405029,2.7826188965997183,0.6871770135734415,4.607168188650764,4.137164559405029,3.8187108282864943,4.270695952029551,5.117993812416755,4.830311739964974,0.6832166123573445,0.691153161953081,4.270695952029551,5.523458920524919,4.607168188650764,0.691153161953081,5.117993812416755,4.019381523748645,0.6871770135734415,4.019381523748645,2.8844015909096608,5.380491152937407,3.914021008090819,0.691153161953081,4.830311739964974,4.019381523748645])",1.0
R097,new report technology breakthrough forget thousand almost skin physical perform. meeting visit office important. figure successful force morning shake maybe gas. though perhaps billion affect party. experts discuss ongoing developments technology breakthrough.,"(10000,[20,258,391,585,698,1020,1259,2180,2227,3065,3160,3385,3481,3614,4110,4201,4506,4687,4818,5659,5833,6055,6505,6798,7146,8344,8566,8649,9462,9513,9544],[3.914021008090819,4.607168188650764,3.7316994512968646,0.6871770135734415,3.914021008090819,5.1060889099104365,4.137164559405029,3.914021008090819,2.7200985396183848,5.117993812416755,4.137164559405029,4.137164559405029,2.7200985396183848,0.6832166123573445,4.137164559405029,5.523458920524919,0.691153161953081,0.691153161953081,4.270695952029551,4.42484663185681,4.270695952029551,3.6516567436233283,0.6871770135734415,4.270695952029551,3.8187108282864943,3.5085558999826545,4.270695952029551,4.42484663185681,0.691153161953081,3.577548771469606,4.830311739964974])",1.0
R092,new report technology breakthrough despite treat race major pretty sense despite. experts discuss ongoing developments technology breakthrough.,"(10000,[454,585,1020,1058,1301,2227,3481,3614,3919,4330,4506,4687,5447,6505,8750,9462],[3.3262343431887,0.6871770135734415,5.1060889099104365,4.137164559405029,4.607168188650764,2.7200985396183848,2.7200985396183848,0.6832166123573445,4.137164559405029,4.830311739964974,0.691153161953081,0.691153161953081,4.019381523748645,0.6871770135734415,4.607168188650764,0.691153161953081])",1.0
F172,hoax confirmed sources event morning pattern. major professional safe. participant worry well meet shoulder. eat woman right. — shocking claims hoax surface internet.,"(10000,[157,503,1058,2091,2155,2660,3160,3740,4377,4563,4988,5396,5850,7276,7281,7728,7936,8326,8338,8343,9023,9940],[3.2721671219184243,0.691153161953081,4.137164559405029,5.117993812416755,4.019381523748645,4.830311739964974,4.137164559405029,5.117993812416755,5.21137637688128,4.270695952029551,0.6792718340663283,4.270695952029551,0.691153161953081,4.019381523748645,0.6714286566053024,4.830311739964974,0.691153161953081,4.42484663185681,0.691153161953081,3.914021008090819,0.691153161953081,4.019381523748645])",0.0
R182,new report economic growth hear thus threat real difficult tv work. pm style area professor perform. mother another wide player clearly hard. police behind whatever however why. experts discuss ongoing developments economic growth.,"(10000,[320,354,360,585,911,1712,2117,2543,2836,3614,3876,4346,4506,4547,4687,4842,5649,5684,6505,6604,6740,7026,7695,8000,8070,8166,8238,9034,9144,9462,9513,9691],[2.7826188965997183,4.019381523748645,5.117993812416755,0.6871770135734415,4.019381523748645,4.607168188650764,5.117993812416755,3.914021008090819,4.019381523748645,0.6832166123573445,3.6516567436233283,3.914021008090819,0.691153161953081,4.137164559405029,0.691153161953081,3.914021008090819,4.42484663185681,4.607168188650764,0.6871770135734415,4.137164559405029,5.523458920524919,4.830311739964974,3.577548771469606,3.914021008090819,4.270695952029551,4.270695952029551,4.270695952029551,2.8844015909096608,5.380491152937407,0.691153161953081,3.577548771469606,4.270695952029551])",1.0
F014,secret cure confirmed sources candidate enough affect. usually hospital unit speech next. — shocking claims secret cure surface internet.,"(10000,[502,503,2990,3892,4358,4748,4930,4988,5692,5844,5850,6335,6747,7281,7936,8338,9023],[4.607168188650764,0.691153161953081,4.137164559405029,5.1060889099104365,4.137164559405029,3.8187108282864943,3.6516567436233283,0.6792718340663283,5.523458920524919,4.019381523748645,0.691153161953081,3.914021008090819,5.1060889099104365,0.6714286566053024,0.691153161953081,0.691153161953081,0.691153161953081])",0.0
R230,new report election involve remain heavy effort certainly. democrat international mr government visit. experts discuss ongoing developments election.,"(10000,[132,188,371,585,2259,2647,3556,3614,4506,4687,5205,5234,5726,6271,6505,7019,8949,9462],[2.6330871626287546,4.607168188650764,5.523458920524919,0.6871770135734415,2.7508701982851385,4.270695952029551,2.7826188965997183,0.6832166123573445,0.691153161953081,0.691153161953081,3.914021008090819,4.270695952029551,4.137164559405029,3.914021008090819,0.6871770135734415,5.117993812416755,3.5085558999826545,0.691153161953081])",1.0
F223,government cover-up confirmed sources yeah style customer. involve bed argue effect least structure part. — shocking claims government cover-up surface internet.,"(10000,[503,1634,2259,2996,3249,3730,4903,4988,5850,6271,6324,6714,7281,7936,8000,8338,9023,9497,9813],[0.691153161953081,4.270695952029551,5.501740396570277,4.137164559405029,3.4440173788450834,4.270695952029551,5.117993812416755,0.6792718340663283,0.691153161953081,3.914021008090819,3.8187108282864943,5.523458920524919,0.6714286566053024,0.691153161953081,3.914021008090819,0.691153161953081,0.691153161953081,3.8187108282864943,5.995460552433328])",0.0
R221,new report policy good story way window great. industry coach race quickly usually. experts discuss ongoing developments policy.,"(10000,[454,585,2403,3010,3391,3514,3614,4142,4506,4687,6168,6505,6591,6652,6855,6944,9391,9462],[3.3262343431887,0.6871770135734415,4.42484663185681,4.607168188650764,4.42484663185681,4.42484663185681,0.6832166123573445,2.6902455764687034,0.691153161953081,0.691153161953081,4.830311739964974,0.6871770135734415,5.117993812416755,4.830311739964974,4.270695952029551,2.849310271098391,4.42484663185681,0.691153161953081])",1.0
R173,new report climate change none production authority upon garden. new hold tax answer agree. admit woman game. experts discuss ongoing developments climate change.,"(10000,[387,585,821,1176,2059,2389,3614,3619,4506,4563,4687,5498,6505,6521,6587,6735,7432,8353,8714,9462,9831],[2.5530444549552183,1.374354027146883,5.698620542196782,4.607168188650764,2.60568818844064,4.270695952029551,0.6832166123573445,4.137164559405029,0.691153161953081,4.270695952029551,0.691153161953081,4.607168188650764,0.6871770135734415,5.117993812416755,4.019381523748645,4.137164559405029,5.117993812416755,3.914021008090819,4.42484663185681,0.691153161953081,4.830311739964974])",1.0
F249,immortal jellyfish confirmed sources option mr study whose work. — shocking claims immortal jellyfish surface internet.,"(10000,[360,503,2066,2647,4224,4988,5850,7281,7936,8338,9023,9539,9613,9876],[5.117993812416755,0.691153161953081,5.501740396570277,4.270695952029551,3.914021008090819,0.6792718340663283,0.691153161953081,0.6714286566053024,0.691153161953081,0.691153161953081,0.691153161953081,3.7316994512968646,4.019381523748645,5.501740396570277])",0.0
F112,government cover-up confirmed sources according quality voice. foreign establish information political. — shocking claims government cover-up surface internet.,"(10000,[217,503,2259,2603,2923,3506,4988,5850,6206,7281,7564,7936,8190,8338,9023,9813],[3.5085558999826545,0.691153161953081,5.501740396570277,5.117993812416755,3.7316994512968646,4.270695952029551,0.6792718340663283,0.691153161953081,3.8187108282864943,0.6714286566053024,4.42484663185681,0.691153161953081,4.019381523748645,0.691153161953081,0.691153161953081,5.995460552433328])",0.0
R058,new report budget report note work entire body while. meeting letter friend project attorney member. party though government american interesting. experts discuss ongoing developments budget report.,"(10000,[20,109,488,564,585,841,1379,2230,2259,2403,3385,3614,4506,4687,4853,4991,5432,6505,7652,8391,8824,9462,9527,9909],[3.914021008090819,5.117993812416755,4.42484663185681,4.42484663185681,0.6871770135734415,3.8187108282864943,4.607168188650764,3.914021008090819,2.7508701982851385,4.42484663185681,4.137164559405029,0.6832166123573445,0.691153161953081,0.691153161953081,4.830311739964974,5.158039882716958,2.7508701982851385,1.374354027146883,3.914021008090819,4.42484663185681,4.137164559405029,0.691153161953081,4.137164559405029,4.137164559405029])",1.0
R159,new report economic growth agreement parent less occur common certainly evidence parent. always meeting staff beyond public father. study hand wife decide knowledge move. experts discuss ongoing developments economic growth.,"(10000,[20,320,585,673,1195,1770,1921,2054,3021,3423,3614,4224,4506,4687,5760,6224,6332,6505,7864,7958,8293,8413,8900,9011,9034,9132,9144,9462,9932],[3.914021008090819,2.7826188965997183,0.6871770135734415,4.270695952029551,3.914021008090819,2.8844015909096608,4.830311739964974,3.8187108282864943,4.42484663185681,4.42484663185681,0.6832166123573445,3.914021008090819,0.691153161953081,0.691153161953081,5.117993812416755,3.8187108282864943,4.270695952029551,0.6871770135734415,4.42484663185681,5.117993812416755,3.914021008090819,4.019381523748645,4.019381523748645,4.019381523748645,2.8844015909096608,5.117993812416755,5.380491152937407,0.691153161953081,4.42484663185681])",1.0
R029,new report economic growth section physical idea series. choose help former. experts discuss ongoing developments economic growth.,"(10000,[320,585,3614,4506,4687,5958,6505,6968,8649,8667,9034,9144,9347,9401,9462,9706],[2.7826188965997183,0.6871770135734415,0.6832166123573445,0.691153161953081,0.691153161953081,4.270695952029551,0.6871770135734415,3.6516567436233283,4.42484663185681,5.523458920524919,2.8844015909096608,5.380491152937407,4.137164559405029,5.117993812416755,0.691153161953081,4.607168188650764])",1.0
R126,new report research newspaper keep response big pattern. event game fast pretty fire. experts discuss ongoing developments research.,"(10000,[585,2445,3048,3238,3614,3919,4506,4687,5854,6505,7066,7728,8326,8975,9263,9432,9462,9594],[0.6871770135734415,4.830311739964974,3.914021008090819,4.270695952029551,0.6832166123573445,4.137164559405029,0.691153161953081,0.691153161953081,4.830311739964974,0.6871770135734415,2.920769235080536,4.830311739964974,4.42484663185681,4.270695952029551,4.607168188650764,2.849310271098391,0.691153161953081,4.607168188650764])",1.0
R132,new report education unit suggest small. born indicate challenge drop become. development call church affect require. experts discuss ongoing developments education.,"(10000,[585,1273,2871,3445,3614,4506,4687,5047,5146,5530,5716,5935,6055,6335,6485,6505,7816,8577,9462,9545,9714],[0.6871770135734415,3.3262343431887,4.607168188650764,5.523458920524919,0.6832166123573445,0.691153161953081,0.691153161953081,2.7200985396183848,4.270695952029551,2.4789364828014966,5.117993812416755,3.6516567436233283,3.6516567436233283,3.914021008090819,4.019381523748645,0.6871770135734415,3.6516567436233283,4.607168188650764,0.691153161953081,4.830311739964974,5.117993812416755])",1.0
